"","Reading","Computer","Sport","Walking","Travelling","Playing music","Volunteering","Mechanic","Gardening","Knitting","Cooking","Fishing","Sex","Age"
"5092","No reading","Computer","No sport","Walking","Travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","F","(35,45]"
"5093","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(55,65]"
"5094","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(45,55]"
"5095","Reading","No computer","Sport","Walking","No travelling","Playing music","Volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(65,75]"
"5096","Reading","No computer","No sport","Walking","Travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","F","(55,65]"
"5097","Reading","No computer","Sport","Walking","Travelling","Playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","F","(55,65]"
"5098","Reading","No computer","Sport","Walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","No cooking","No fishing","F","(25,35]"
"5099","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","Fishing","M","(35,45]"
"5100","Reading","No computer","No sport","No walking","Travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","M","(55,65]"
"5101","Reading","Computer","No sport","No walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","F","(65,75]"
"5102","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(65,75]"
"5103","Reading","Computer","No sport","Walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","Knitting","Cooking","No fishing","F","(25,35]"
"5104","Reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","Cooking","Fishing","F","(45,55]"
"5105","Reading","No computer","No sport","Walking","Travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(65,75]"
"5106","Reading","Computer","Sport","No walking","Travelling","Playing music","Volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(45,55]"
"5107","No reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(75,85]"
"5108","Reading","Computer","Sport","Walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","Knitting","No cooking","No fishing","F","(35,45]"
"5109","Reading","Computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","Knitting","No cooking","No fishing","F","(45,55]"
"5110","Reading","Computer","No sport","Walking","No travelling","No playing music","Volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(45,55]"
"5111","No reading","No computer","No sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(55,65]"
"5112","No reading","No computer","No sport","No walking","Travelling","Playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(45,55]"
"5113","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","Knitting","No cooking","No fishing","F","(45,55]"
"5114","No reading","No computer","No sport","No walking","Travelling","No playing music","Volunteering","Mechanic","Gardening","No knitting","No cooking","Fishing","M","(55,65]"
"5115","Reading","Computer","No sport","No walking","Travelling","Playing music","Volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","F","(55,65]"
"5116","Reading","Computer","No sport","Walking","Travelling","Playing music","Volunteering","Mechanic","Gardening","No knitting","Cooking","Fishing","M","(55,65]"
"5117","Reading","Computer","No sport","No walking","Travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","Fishing","M","(35,45]"
"5118","Reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(65,75]"
"5119","No reading","No computer","Sport","Walking","No travelling","No playing music","Volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(45,55]"
"5120","Reading","No computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","Cooking","No fishing","F","(35,45]"
"5121","No reading","Computer","Sport","No walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","Cooking","No fishing","F","[15,25]"
"5122","No reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","Fishing","M","(45,55]"
"5123","Reading","Computer","Sport","Walking","Travelling","Playing music","No volunteering","Mechanic","No gardening","Knitting","Cooking","No fishing","F","(55,65]"
"5124","Reading","Computer","No sport","No walking","No travelling","No playing music","Volunteering","Mechanic","Gardening","Knitting","No cooking","No fishing","F","(65,75]"
"5125","Reading","No computer","Sport","Walking","No travelling","No playing music","Volunteering","No mechanic","Gardening","No knitting","No cooking","Fishing","M","(45,55]"
"5126","Reading","Computer","Sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(35,45]"
"5127","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","Knitting","No cooking","No fishing","F","(45,55]"
"5128","No reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(25,35]"
"5129","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(35,45]"
"5130","Reading","No computer","Sport","No walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(75,85]"
"5131","Reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","Knitting","Cooking","No fishing","F","(65,75]"
"5132","Reading","Computer","No sport","Walking","Travelling","No playing music","Volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","M","(45,55]"
"5133","Reading","No computer","Sport","Walking","No travelling","Playing music","Volunteering","Mechanic","No gardening","Knitting","Cooking","No fishing","F","(65,75]"
"5134","Reading","No computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(65,75]"
"5135","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(35,45]"
"5136","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(45,55]"
"5137","Reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(85,100]"
"5138","Reading","No computer","No sport","No walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","Cooking","No fishing","F","(55,65]"
"5139","Reading","No computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(75,85]"
"5140","Reading","Computer","Sport","Walking","Travelling","Playing music","Volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","F","(45,55]"
"5141","No reading","Computer","Sport","No walking","Travelling","Playing music","Volunteering","No mechanic","Gardening","No knitting","No cooking","No fishing","M","(25,35]"
"5142","Reading","Computer","Sport","Walking","Travelling","Playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","M","[15,25]"
"5143","Reading","Computer","Sport","No walking","Travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","Cooking","No fishing","M","(45,55]"
"5144","Reading","No computer","Sport","Walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","Knitting","Cooking","No fishing","F","(25,35]"
